"FID"	"OBJECTID"	"AmbulanceR"	"BikeAge_Gr"	"Bike_Age"	"Bike_Alc_D"	"Bike_Dir"	"Bike_Injur"	"Bike_Pos"	"Bike_Race"	"Bike_Sex"	"City"	"County"	"CrashAlcoh"	"CrashDay"	"Crash_Date"	"Crash_Grp"	"Crash_Hour"	"Crash_Loc"	"Crash_Mont"	"Crash_Time"	"Crash_Type"	"Crash_Ty_1"	"Crash_Year"	"Crsh_Sevri"	"Developmen"	"DrvrAge_Gr"	"Drvr_Age"	"Drvr_Alc_D"	"Drvr_EstSp"	"Drvr_Injur"	"Drvr_Race"	"Drvr_Sex"	"Drvr_VehTy"	"ExcsSpdInd"	"Hit_Run"	"Latitude"	"Light_Cond"	"Locality"	"Longitude"	"Num_Lanes"	"Num_Units"	"Rd_Charact"	"Rd_Class"	"Rd_Conditi"	"Rd_Config"	"Rd_Defects"	"Rd_Feature"	"Rd_Surface"	"Region"	"Rural_Urba"	"Speed_Limi"	"Traff_Cntr"	"Weather"	"Workzone_I"	"Location"
"2235"	217	218	"Yes"	"15-Nov"	"12"	"No"	"Not Applicable"	"B: Evident Injury"	"Travel Lane"	"Black"	"Male"	"None - Rural Crash"	"Halifax"	"No"	"Friday"	"05/22/2009 12:00:00 AM"	"Motorist Left Turn / Merge"	16	"Non-Intersection"	"May"	"16:11"	"Motorist Left Turn - Same Direction"	313211	2009	"B: Evident Injury"	"Residential"	NA	NA	NA	"11-15 mph"	"Injury"	NA	NA	NA	"No"	"Yes"	36.46806	"Daylight"	"Mixed (30% To 70% Developed)"	-77.690025	"3 lanes"	2	"Straight - Level"	"State Secondary Route"	"Dry"	"Two-Way, Divided, Unprotected Median"	"None"	"T-Intersection"	"Smooth Asphalt"	"Coastal"	"Rural"	"40 - 45  MPH"	"No Control Present"	"Clear"	"No"	"(36.46806, -77.690025)"
"2236"	218	219	"Yes"	"50-59"	"51"	"No"	"Facing Traffic"	"C: Possible Injury"	"Sidewalk / Crosswalk / Driveway Crossing"	"Black"	"Male"	"Chapel Hill"	"Orange"	"No"	"Friday"	"05/22/2009 12:00:00 AM"	"Motorist Failed to Yield - Sign-Controlled Intersection"	15	"Intersection"	"May"	"15:32"	"Motorist Drive Out - Sign-Controlled Intersection"	132141	2009	"C: Possible Injury"	"Commercial"	"60-69"	"61"	"No"	"0-5 mph"	"O: No Injury"	"White"	"Female"	"Passenger Car"	"No"	"No"	35.911034	"Daylight"	"Urban (>70% Developed)"	-79.06614	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"T-Intersection"	"Smooth Asphalt"	"Piedmont"	"Urban"	"20 - 25  MPH"	"Stop Sign"	"Clear"	"No"	"(35.911034, -79.06614)"
"2237"	219	220	"Yes"	"15-Nov"	"13"	"No"	"With Traffic"	"B: Evident Injury"	"Travel Lane"	"White"	"Male"	"Tabor City"	"Columbus"	"No"	"Friday"	"05/22/2009 12:00:00 AM"	"Bicyclist Left Turn / Merge"	17	"Non-Intersection"	"May"	"17:17"	"Bicyclist Left Turn - Opposite Direction"	311222	2009	"B: Evident Injury"	"Commercial"	"60-69"	"68"	"No"	"41-45 mph"	"O: No Injury"	"White"	"Male"	"Van"	"No"	"No"	34.154327	"Daylight"	"Urban (>70% Developed)"	-78.86451	"3 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Divided, Unprotected Median"	"None"	"No Special Feature"	"Coarse Asphalt"	"Coastal"	"Rural"	"40 - 45  MPH"	"Double Yellow Line, No Passing Zone"	"Clear"	"No"	"(34.154327, -78.86451)"
"2238"	220	221	"Yes"	"50-59"	"50"	"No"	"With Traffic"	"B: Evident Injury"	"Travel Lane"	"White"	"Female"	"Pinehurst"	"Moore"	"No"	"Friday"	"05/22/2009 12:00:00 AM"	"Parallel Paths - Other Circumstances"	19	"Intersection"	"May"	"19:06"	"Parallel Paths - Other /"	111280	2009	"B: Evident Injury"	"Residential"	"50-59"	"50"	"No"	"16-20 mph"	"O: No Injury"	"White"	"Female"	"Passenger Car"	"No"	"No"	35.206585	"Daylight"	"Mixed (30% To 70% Developed)"	-79.451	"4 lanes"	3	"Straight - Level"	"US Route"	"Dry"	"Two-Way, Not Divided"	"None"	"Four-Way Intersection"	"Smooth Asphalt"	"Piedmont"	"Urban"	"30 - 35  MPH"	"Stop And Go Signal"	"Clear"	"No"	"(35.206585, -79.451)"
"2239"	221	222	"Yes"	"30-39"	"37"	"No"	"Not Applicable"	"B: Evident Injury"	"Non-Roadway"	"Hispanic"	"Male"	"Winston-Salem"	"Forsyth"	"No"	"Saturday"	"05/23/2009 12:00:00 AM"	"Bicyclist Failed to Yield - Midblock"	16	"Non-Intersection"	"May"	"16:39"	"Bicyclist Ride Out - Commercial Driveway / Alley"	363312	2009	"B: Evident Injury"	"Commercial"	"70+"	"70+"	"No"	"16-20 mph"	"O: No Injury"	"White"	"Female"	"Van"	"No"	"No"	36.157856	"Daylight"	"Urban (>70% Developed)"	-80.22759	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Urban"	"30 - 35  MPH"	"Double Yellow Line, No Passing Zone"	"Clear"	"No"	"(36.157856, -80.22759)"
"2240"	222	223	"No"	"50-59"	"54"	"No"	"With Traffic"	"B: Evident Injury"	"Travel Lane"	"White"	"Female"	"Oak Island"	"Brunswick"	"No"	"Saturday"	"05/23/2009 12:00:00 AM"	"Loss of Control / Turning Error"	0	"Intersection"	"May"	"0:01"	"Bicyclist Lost Control - Surface Conditions"	111124	2009	"B: Evident Injury"	"Residential"	"50-59"	"56"	"No"	NA	"O: No Injury"	"White"	"Male"	"Passenger Car"	"No"	"No"	33.91331	"Daylight"	"Urban (>70% Developed)"	-78.13941	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"T-Intersection"	"Sand"	"Coastal"	"Urban"	"30 - 35  MPH"	"Stop Sign"	"Clear"	"No"	"(33.91331, -78.13941)"
"2241"	223	224	"Yes"	"20-24"	"23"	"Yes"	"Facing Traffic"	"C: Possible Injury"	"Other"	"Black"	"Male"	"Benson"	"Johnston"	"Yes"	"Wednesday"	"05/20/2009 12:00:00 AM"	"Crossing Paths - Other Circumstances"	7	"Intersection"	"May"	"7:35"	"Signalized Intersection - Other /"	182158	2009	"C: Possible Injury"	"Commercial"	"40-49"	"49"	"No"	"0-5 mph"	"O: No Injury"	"Black"	"Male"	"Passenger Car"	"No"	"No"	35.380676	"Daylight"	"Mixed (30% To 70% Developed)"	-78.54679	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"Four-Way Intersection"	"Smooth Asphalt"	"Coastal"	"Rural"	"30 - 35  MPH"	"Stop And Go Signal"	"Clear"	"No"	"(35.380676, -78.54679)"
"2242"	224	225	"Yes"	"16-19"	"16"	"No"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"Black"	"Male"	"Kenly"	"Johnston"	"No"	"Saturday"	"06/06/2009 12:00:00 AM"	"Motorist Left Turn / Merge"	13	"Intersection"	"June"	"13:25"	"Motorist Left Turn - Opposite Direction"	111212	2009	"C: Possible Injury"	"Residential"	"70+"	"70+"	"No"	"0-5 mph"	"O: No Injury"	"White"	"Male"	"Pickup"	"No"	"No"	35.596935	"Daylight"	"Urban (>70% Developed)"	-78.12538	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Divided, Unprotected Median"	"None"	"No Special Feature"	"Coarse Asphalt"	"Coastal"	"Rural"	"30 - 35  MPH"	"Stop Sign"	"Cloudy"	"No"	"(35.596935, -78.12538)"
"2243"	225	226	"Yes"	"20-24"	"20"	"No"	"Not Applicable"	"B: Evident Injury"	"Travel Lane"	"White"	"Male"	"Cary"	"Wake"	"No"	"Saturday"	"06/06/2009 12:00:00 AM"	"Non-Roadway"	13	"Non-Roadway"	"June"	"13:07"	"Non-Roadway"	410910	2009	"B: Evident Injury"	"Commercial"	"40-49"	"41"	"No"	"6-10 mph"	"O: No Injury"	"White"	"Male"	"Sport Utility"	"No"	"No"	35.785946	"Daylight"	"Urban (>70% Developed)"	-78.87347	NA	2	"Straight - Level"	"Public Vehicular Area"	"Dry"	"Two-Way, Not Divided"	"None"	"Alley Intersection"	"Smooth Asphalt"	"Piedmont"	"Urban"	"5 - 15 MPH"	"No Control Present"	"Clear"	"No"	"(35.785946, -78.87347)"
"2244"	226	227	"No"	"20-24"	"21"	"No"	"Facing Traffic"	"C: Possible Injury"	"Travel Lane"	"Black"	"Female"	"Charlotte"	"Mecklenburg"	"No"	"Thursday"	"05/21/2009 12:00:00 AM"	"Crossing Paths - Other Circumstances"	19	"Intersection"	"May"	"19:09"	"Signalized Intersection - Other /"	112158	2009	"C: Possible Injury"	"Commercial"	"20-24"	"24"	"No"	"0-5 mph"	"O: No Injury"	"White"	"Male"	"Sport Utility"	"No"	"No"	35.087498	"Daylight"	"Urban (>70% Developed)"	-80.85281	"4 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Divided, Unprotected Median"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Urban"	"40 - 45  MPH"	"Stop And Go Signal"	"Clear"	"No"	"(35.087498, -80.85281)"
"2245"	227	228	"Yes"	"40-49"	"42"	"No"	"With Traffic"	"B: Evident Injury"	"Travel Lane"	"White"	"Male"	"None - Rural Crash"	"Guilford"	"No"	"Sunday"	"05/24/2009 12:00:00 AM"	"Motorist Overtaking Bicyclist"	9	"Non-Intersection"	"May"	"9:37"	"Motorist Overtaking - Misjudged Space"	311232	2009	"B: Evident Injury"	"Farms, Woods, Pastures"	"70+"	"70+"	"No"	"41-45 mph"	"O: No Injury"	"White"	"Female"	"Passenger Car"	"No"	"No"	35.923332	"Daylight"	"Rural (<30% Developed)"	-79.93904	"2 lanes"	2	"Straight - Level"	"NC Route"	"Wet"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Rural"	"40 - 45  MPH"	"Double Yellow Line, No Passing Zone"	"Cloudy"	"No"	"(35.923332, -79.93904)"
"2246"	228	229	"Yes"	"50-59"	"51"	"No"	"With Traffic"	"O: No Injury"	"Travel Lane"	"White"	"Male"	"Fayetteville"	"Cumberland"	"No"	"Monday"	"05/25/2009 12:00:00 AM"	"Motorist Overtaking Bicyclist"	3	"Non-Intersection"	"May"	"3:32"	"Motorist Overtaking - Misjudged Space"	311232	2009	"O: No Injury"	"Residential"	NA	NA	NA	"16-20 mph"	"Injury"	NA	NA	NA	"No"	"Yes"	35.10101	"Dark - Lighted Roadway"	"Urban (>70% Developed)"	-78.95688	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Coarse Asphalt"	"Coastal"	"Urban"	"20 - 25  MPH"	"No Control Present"	"Clear"	"No"	"(35.10101, -78.95688)"
"2247"	229	230	"No"	"15-Nov"	"13"	"No"	"Facing Traffic"	"B: Evident Injury"	"Sidewalk / Crosswalk / Driveway Crossing"	"White"	"Male"	"Cary"	"Wake"	"No"	"Monday"	"06/08/2009 12:00:00 AM"	"Motorist Right Turn / Merge"	14	"Intersection"	"June"	"14:18"	"Motorist Right Turn - Same Direction"	132213	2009	"B: Evident Injury"	"Commercial"	NA	NA	NA	"0-5 mph"	"Injury"	NA	NA	"Light Truck (Mini-Van, Panel)"	"No"	"Yes"	35.798923	"Daylight"	"Urban (>70% Developed)"	-78.79616	"5 lanes"	2	"Straight - Grade"	"NC Route"	"Dry"	"Two-Way, Divided, Unprotected Median"	"None"	"Four-Way Intersection"	"Smooth Asphalt"	"Piedmont"	"Urban"	"40 - 45  MPH"	"Stop And Go Signal"	"Clear"	"No"	"(35.798923, -78.79616)"
"2248"	230	231	"No"	"40-49"	"47"	"No"	"Facing Traffic"	"B: Evident Injury"	"Sidewalk / Crosswalk / Driveway Crossing"	"Black"	"Male"	"Charlotte"	"Mecklenburg"	"No"	"Friday"	"05/22/2009 12:00:00 AM"	"Motorist Failed to Yield - Midblock"	17	"Non-Intersection"	"May"	"17:47"	"Motorist Drive Out - Other Midblock"	332328	2009	"B: Evident Injury"	"Commercial"	NA	NA	"No"	"0-5 mph"	"Injury"	NA	NA	"Sport Utility"	"No"	"Yes"	35.247284	"Daylight"	"Urban (>70% Developed)"	-80.81786	NA	2	"Straight - Grade"	"US Route"	"Dry"	"Two-Way, Not Divided"	"None"	"Driveway, Public"	"Concrete"	"Piedmont"	"Urban"	"5 - 15 MPH"	"No Control Present"	"Clear"	"No"	"(35.247284, -80.81786)"
"2249"	231	232	"No"	"30-39"	"30"	"No"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"White"	"Female"	"Charlotte"	"Mecklenburg"	"No"	"Saturday"	"05/23/2009 12:00:00 AM"	"Motorist Overtaking Bicyclist"	1	"Non-Intersection"	"May"	"1:28"	"Motorist Overtaking - Other /"	311239	2009	"C: Possible Injury"	"Commercial"	NA	NA	NA	"31-35 mph"	"Injury"	NA	NA	"Passenger Car"	"No"	"Yes"	35.224274	"Dark - Lighted Roadway"	"Urban (>70% Developed)"	-80.8497	"2 lanes"	4	"Straight - Grade"	"Local Street"	"Dry"	"One-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Urban"	"30 - 35  MPH"	"No Control Present"	"Clear"	"No"	"(35.224274, -80.8497)"
"2250"	232	233	"Yes"	"10-Jun"	"8"	"No"	NA	"C: Possible Injury"	"Travel Lane"	"Black"	"Male"	"Goldsboro"	"Wayne"	"No"	"Friday"	"05/22/2009 12:00:00 AM"	"Other /  - Insufficient Details"	19	"Intersection"	"May"	"19:06"	"Approach Paths"	119970	2009	"C: Possible Injury"	"Residential"	"40-49"	"48"	"No"	"16-20 mph"	"O: No Injury"	"Black"	"Male"	"Sport Utility"	"No"	"No"	35.352257	"Daylight"	"Urban (>70% Developed)"	-77.983574	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"T-Intersection"	"Coarse Asphalt"	"Coastal"	"Urban"	"20 - 25  MPH"	"Stop Sign"	"Clear"	"No"	"(35.352257, -77.983574)"
"2251"	233	234	"Yes"	"10-Jun"	"10"	"No"	"With Traffic"	"B: Evident Injury"	"Travel Lane"	"Black"	"Male"	"Washington"	"Beaufort"	"No"	"Wednesday"	"05/27/2009 12:00:00 AM"	"Bicyclist Failed to Yield - Sign-Controlled Intersection"	10	"Intersection"	"May"	"10:57"	"Bicyclist Ride Through - Sign-Controlled Intersection"	111144	2009	"B: Evident Injury"	"Residential"	"30-39"	"30"	"No"	"21-25 mph"	"O: No Injury"	"Black"	"Male"	"Van"	"No"	"No"	35.549316	"Daylight"	"Urban (>70% Developed)"	-77.05425	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"Four-Way Intersection"	"Coarse Asphalt"	"Coastal"	"Urban"	"20 - 25  MPH"	"Stop Sign"	"Clear"	"No"	"(35.549316, -77.05425)"
"2252"	234	235	"Yes"	"50-59"	"54"	"No"	"With Traffic"	"B: Evident Injury"	"Travel Lane"	"White"	"Male"	"Charlotte"	"Mecklenburg"	"No"	"Tuesday"	"06/02/2009 12:00:00 AM"	"Motorist Failed to Yield - Midblock"	16	"Non-Intersection"	"June"	"16:36"	"Motorist Drive Out - Midblock -"	311329	2009	"B: Evident Injury"	"Residential"	"40-49"	"42"	"No"	"0-5 mph"	"C: Possible Injury"	"White"	"Female"	"Passenger Car"	"No"	"No"	35.088364	"Daylight"	"Urban (>70% Developed)"	-80.75561	"2 lanes"	2	"Straight - Grade"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Urban"	"30 - 35  MPH"	"Stop Sign"	"Clear"	"No"	"(35.088364, -80.75561)"
"2253"	235	236	"Yes"	"16-19"	"18"	"No"	"Facing Traffic"	"B: Evident Injury"	"Travel Lane"	"White"	"Male"	"Southern Pines"	"Moore"	"No"	"Wednesday"	"05/27/2009 12:00:00 AM"	"Bicyclist Failed to Yield - Sign-Controlled Intersection"	14	"Intersection"	"May"	"14:57"	"Bicyclist Ride Through - Sign-Controlled Intersection"	112144	2009	"B: Evident Injury"	"Commercial"	"70+"	"70+"	"No"	"16-20 mph"	"O: No Injury"	"White"	"Female"	"Passenger Car"	"No"	"No"	35.174446	"Daylight"	"Urban (>70% Developed)"	-79.3906	"4 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Divided, Positive Median Barrier"	"None"	"Four-Way Intersection"	"Coarse Asphalt"	"Piedmont"	"Urban"	"20 - 25  MPH"	"Stop Sign"	"Cloudy"	"No"	"(35.174446, -79.3906)"
"2254"	236	237	"Yes"	"50-59"	"57"	"No"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"White"	"Male"	"Asheville"	"Buncombe"	"No"	"Thursday"	"05/28/2009 12:00:00 AM"	"Bicyclist Failed to Yield - Signalized Intersection"	17	"Intersection"	"May"	"17:24"	"Bicyclist Ride Through - Signalized Intersection"	111155	2009	"C: Possible Injury"	"Institutional"	"50-59"	"57"	"No"	NA	"O: No Injury"	"White"	"Female"	"Passenger Car"	"No"	"No"	35.581684	"Daylight"	"Urban (>70% Developed)"	-82.55407	"5 lanes"	2	"Straight - Grade"	"US Route"	"Dry"	"Two-Way, Not Divided"	"None"	"Four-Way Intersection"	"Smooth Asphalt"	"Mountains"	"Urban"	"30 - 35  MPH"	"Stop And Go Signal"	"Cloudy"	"No"	"(35.581684, -82.55407)"
"2255"	237	238	"Yes"	"10-Jun"	"10"	"No"	"Not Applicable"	"B: Evident Injury"	"Driveway / Alley"	"Black"	"Male"	"None - Rural Crash"	"Franklin"	"No"	"Sunday"	"05/31/2009 12:00:00 AM"	"Bicyclist Failed to Yield - Midblock"	15	"Non-Intersection"	"May"	"15:22"	"Bicyclist Ride Out - Residential Driveway"	353311	2009	"B: Evident Injury"	"Residential"	"50-59"	"52"	"No"	"36-40 mph"	"O: No Injury"	"Black"	"Male"	"Passenger Car"	"No"	"No"	36.062767	"Daylight"	"Rural (<30% Developed)"	-78.256065	"2 lanes"	2	"Straight - Level"	"State Secondary Route"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Rural"	"50 - 55  MPH"	"No Control Present"	"Clear"	"No"	"(36.062767, -78.256065)"
"2256"	238	239	"No"	"15-Nov"	"15"	"No"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"White"	"Male"	"None - Rural Crash"	"Pender"	"No"	"Sunday"	"06/07/2009 12:00:00 AM"	"Bicyclist Left Turn / Merge"	16	"Non-Intersection"	"June"	"16:50"	"Bicyclist Left Turn - Same Direction"	311221	2009	"C: Possible Injury"	"Residential"	"70+"	"70+"	"No"	"51-55 mph"	"O: No Injury"	"White"	"Female"	"Passenger Car"	"No"	"No"	34.39953	"Daylight"	"Mixed (30% To 70% Developed)"	-77.643875	"3 lanes"	2	"Straight - Level"	"State Secondary Route"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Coarse Asphalt"	"Coastal"	"Rural"	"50 - 55  MPH"	"Other"	"Clear"	"No"	"(34.39953, -77.643875)"
"2257"	239	240	"Yes"	"20-24"	"23"	"No"	"Facing Traffic"	"C: Possible Injury"	"Sidewalk / Crosswalk / Driveway Crossing"	"White"	"Male"	"Gastonia"	"Gaston"	"No"	"Monday"	"06/01/2009 12:00:00 AM"	"Motorist Failed to Yield - Midblock"	14	"Non-Intersection"	"June"	"14:15"	"Motorist Drive Out - Other Midblock"	332328	2009	"C: Possible Injury"	"Commercial"	"40-49"	"43"	"No"	"0-5 mph"	"O: No Injury"	"Black"	"Male"	"Sport Utility"	"No"	"No"	35.26235	"Daylight"	"Urban (>70% Developed)"	-81.176765	"6 lanes"	2	"Straight - Grade"	"NC Route"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Urban"	"30 - 35  MPH"	"No Control Present"	"Clear"	"No"	"(35.26235, -81.176765)"
"2258"	240	241	"No"	"30-39"	"32"	"No"	"With Traffic"	"Injury"	"Travel Lane"	"White"	"Male"	"Wrightsville Beach"	"New Hanover"	"No"	"Monday"	"05/25/2009 12:00:00 AM"	"Motorist Overtaking Bicyclist"	17	"Non-Intersection"	"May"	"17:00"	"Motorist Overtaking - Misjudged Space"	311232	2009	"Injury"	"Residential"	NA	NA	NA	"21-25 mph"	"Injury"	NA	NA	NA	"No"	"Yes"	34.211517	"Daylight"	"Urban (>70% Developed)"	-77.79331	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Coastal"	"Rural"	"20 - 25  MPH"	"No Control Present"	"Clear"	"No"	"(34.211517, -77.79331)"
"2259"	241	242	"Yes"	"15-Nov"	"15"	"No"	"With Traffic"	"A: Disabling Injury"	"Travel Lane"	"Black"	"Male"	"Kinston"	"Lenoir"	"No"	"Thursday"	"06/11/2009 12:00:00 AM"	"Bicyclist Failed to Yield - Sign-Controlled Intersection"	18	"Intersection"	"June"	"18:45"	"Bicyclist Ride Through - Sign-Controlled Intersection"	111144	2009	"A: Disabling Injury"	"Residential"	"50-59"	"52"	"No"	"21-25 mph"	"O: No Injury"	"Black"	"Male"	"Passenger Car"	"No"	"No"	35.270924	"Dusk"	"Urban (>70% Developed)"	-77.57572	"2 lanes"	2	"Straight - Bottom"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"Four-Way Intersection"	"Smooth Asphalt"	"Coastal"	"Urban"	"20 - 25  MPH"	"Stop Sign"	"Clear"	"No"	"(35.270924, -77.57572)"
"2260"	242	243	"No"	"15-Nov"	"15"	"No"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"White"	"Male"	"None - Rural Crash"	"Rowan"	"No"	"Thursday"	"06/11/2009 12:00:00 AM"	"Bicyclist Failed to Yield - Sign-Controlled Intersection"	16	"Intersection"	"June"	"16:08"	"Bicyclist Ride Through - Sign-Controlled Intersection"	111144	2009	"C: Possible Injury"	"Farms, Woods, Pastures"	"25-29"	"27"	"No"	"41-45 mph"	"O: No Injury"	"White"	"Female"	"Light Truck (Mini-Van, Panel)"	"No"	"No"	35.59693	"Daylight"	"Mixed (30% To 70% Developed)"	-80.426155	"5 lanes"	2	"Straight - Grade"	"US Route"	"Dry"	"Two-Way, Not Divided"	"None"	"T-Intersection"	"Smooth Asphalt"	"Piedmont"	"Rural"	"50 - 55  MPH"	"Stop Sign"	"Cloudy"	"No"	"(35.59693, -80.426155)"
"2261"	243	244	"No"	"20-24"	"22"	"No"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"White"	"Male"	"Raleigh"	"Wake"	"No"	"Thursday"	"05/21/2009 12:00:00 AM"	"Motorist Overtaking Bicyclist"	2	"Non-Intersection"	"May"	"2:54"	"Motorist Overtaking - Other /"	311239	2009	"C: Possible Injury"	"Commercial"	NA	NA	NA	"31-35 mph"	"Injury"	NA	NA	NA	"No"	"Yes"	35.78782	"Dark - Lighted Roadway"	"Urban (>70% Developed)"	-78.66822	"2 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Not Divided"	"None"	"No Special Feature"	"Smooth Asphalt"	"Piedmont"	"Urban"	"30 - 35  MPH"	"No Control Present"	"Clear"	"Yes"	"(35.78782, -78.66822)"
"2262"	244	245	"Yes"	"20-24"	"23"	"No"	"With Traffic"	"C: Possible Injury"	"Sidewalk / Crosswalk / Driveway Crossing"	"White"	"Male"	"Raleigh"	"Wake"	"No"	"Friday"	"05/22/2009 12:00:00 AM"	"Motorist Failed to Yield - Midblock"	7	"Non-Intersection"	"May"	"7:02"	"Motorist Drive Out - Commercial Driveway / Alley"	331322	2009	"C: Possible Injury"	"Commercial"	"25-29"	"28"	"No"	"0-5 mph"	"O: No Injury"	"Black"	"Male"	"Passenger Car"	"No"	"No"	35.87734	"Daylight"	"Urban (>70% Developed)"	-78.64544	"2 lanes"	2	"Straight - Level"	"Public Vehicular Area"	"Dry"	"Two-Way, Not Divided"	"None"	"Driveway, Public"	"Coarse Asphalt"	"Piedmont"	"Urban"	NA	"No Control Present"	"Clear"	"No"	"(35.87734, -78.64544)"
"2263"	245	246	"Yes"	"50-59"	"53"	"No"	"With Traffic"	"C: Possible Injury"	"Travel Lane"	"Black"	"Male"	"Raleigh"	"Wake"	"No"	"Thursday"	"04/23/2009 12:00:00 AM"	"Crossing Paths - Other Circumstances"	17	"Intersection"	"April"	"17:16"	"Signalized Intersection - Other /"	111158	2009	"C: Possible Injury"	"Residential"	"20-24"	"22"	"No"	"16-20 mph"	"O: No Injury"	"Black"	"Female"	"Passenger Car"	"No"	"No"	35.7808	"Daylight"	"Urban (>70% Developed)"	-78.62826	"3 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"One-Way, Not Divided"	"None"	"No Special Feature"	"Concrete"	"Piedmont"	"Urban"	"30 - 35  MPH"	"Stop And Go Signal"	"Clear"	"No"	"(35.7808, -78.62826)"
"2264"	246	247	"Yes"	"20-24"	"24"	"No"	"With Traffic"	"B: Evident Injury"	"Travel Lane"	"Black"	"Male"	"Salisbury"	"Rowan"	"No"	"Thursday"	"06/11/2009 12:00:00 AM"	"Bicyclist Failed to Yield - Sign-Controlled Intersection"	17	"Intersection"	"June"	"17:25"	"Bicyclist Ride Through - Sign-Controlled Intersection"	111144	2009	"B: Evident Injury"	"Residential"	"0-19"	"19"	"No"	"21-25 mph"	"O: No Injury"	"White"	"Male"	"Passenger Car"	"No"	"No"	35.6646	"Daylight"	"Urban (>70% Developed)"	-80.46022	"2 lanes"	2	"Straight - Level"	"Local Street"	"Wet"	"Two-Way, Not Divided"	"None"	"Four-Way Intersection"	"Coarse Asphalt"	"Piedmont"	"Urban"	"20 - 25  MPH"	"Stop Sign"	"Cloudy"	"No"	"(35.6646, -80.46022)"
"2265"	247	248	"No"	"25-29"	"29"	"Yes"	"With Traffic"	"B: Evident Injury"	"Travel Lane"	"White"	"Male"	"Durham"	"Durham"	"Yes"	"Wednesday"	"06/10/2009 12:00:00 AM"	"Motorist Left Turn / Merge"	23	"Intersection"	"June"	"23:48"	"Motorist Left Turn - Opposite Direction"	111212	2009	"B: Evident Injury"	"Commercial"	"40-49"	"45"	"No"	"0-5 mph"	"O: No Injury"	"White"	"Male"	"Sport Utility"	"No"	"No"	35.99997	"Dark - Lighted Roadway"	"Urban (>70% Developed)"	-78.9093	"3 lanes"	2	"Straight - Level"	"Local Street"	"Dry"	"Two-Way, Divided, Unprotected Median"	"None"	"T-Intersection"	"Coarse Asphalt"	"Piedmont"	"Urban"	"20 - 25  MPH"	"Stop And Go Signal"	"Clear"	"No"	"(35.99997, -78.9093)"
